INTI- Ticket $999 Millones;Emite TFA de $999 Millones;s;s
0B01|0000|Seven Group S.A.||Neochea 415|Monterrico - Jujuy||T|30-57841117-4|I|083-00001-0000015|||
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|99999999900|2100|||||1234|1|7
0B02|4000|||||Item basico|10000|9900|2100|||||1234|1|7
0B06|0107||||||
